text,label,cleaned_text
Vnk fantastiski ka tāda persona var būt Saeimā,-1,vnk fantastisks tāds persona saeima
"Lai kā man besītu Pro un NA viedokļi dažādos jautājumos, Saeimā ir iekļuvušas 7 partijas, 4 +/- eiropas virzienā vērstas latviskas un 3 kangaru and/vai atklāti pretlatviskas, līdz ar to tikai loģiski būtu, ka latviskās partijas darbotos kopā.",1,es besītu pro na viedoklis dažāds jautājums saeima iekļūt partija eiropa virziens vērst latvisks kangars and atklāt pretlatviskas tas loģisks būtu latvisks partija darboties kopa
"Man žēl, ka @KustibaPar neiekļuva Saeimā. Bet es ceru, ka šī būs vērtīga pieredze, motivācija izvērtēt savas kļūdas un tāds sākumpunkts, lai atgrieztos pie mūsu saknēm un vērtībām, kas ir aprakstītas mūsu Manifestā un tieši kuru dēļ arī es pievienojos šai komandai pirms 4 gadiem.",0,es žēl iekļūt saeima es cers šis vērtīgs pieredze motivācija izvērtēt savs kļūda tāds sākumpunkts atgriezt mēs sakne vērtība kas aprakstīt mēs manifests tiešs kurt es pievienot šis komanda gads
"""Nav par ļaunu šodien vēlreiz atgādināt par interviju, kuru YT sniedfza """"Novaja Gazeta"""" galv. redaktors Muratovs un kurā viņš pastāstīja, kā Putins ir maksājis Rietumvalstu politiķiem. T. sk. mūsu """"jaunajam vecajam spēkam"""" Šleseram no 1,5 līdz 2 mio gadā. Tiešām viņu vajag Saeimā?""",-1,nav ļauns šodien vēlreiz atgādināt intervija kurt yt sniedfza novaja gazeta galv redaktors muratovs kura viņš pastāstīt putins maksāt rietumvalsts politiķis t sk mēs jauns vecs spēks šleseram mio gads tiešs viņš vajag saeima
"Pasaulē ir kaut kas īsāks par latvieša atmiņu? Nopietni, atkal 4 gadus Saeimā zags Šlesers ar savu bandu?",-1,pasaule kas īss latvietis atmiņa nopietns atkalt gads saeima zagt šlesers savs banda
"Likteņa ironija. Pasakoties Jurim Jurašam, prostitūta Glorija turpinās strādāt Saeimā, ja arī pret viņu sāks kriminālvajāšanu, jo Juris panāca, ka apsūdzētie deputāti turpina darbu Saeimā.",-1,liktenis ironija pasacīt juris jurašam prostitūta glorija turpināt strādāt saeima viņš sākt kriminālvajāšana juris panākt apsūdzēt deputāts turpināt darbs saeima
"Un vēl es teiktu tā - deputātiem nepienāktos arī 3(?) algu kompensācijas. Par ko viņiem tās? Tak zināja, ka darbs Saeimā terminēts. Kā terminētā darba līguma nosacījumos - nostrādā, samaksā, čau.",-1,vēlēt es teikt deputāts pienākt alga kompensācija ko viņš tas zināt darbs saeima terminēt terminēt darbs līgums nosacījums nostrādāt samaksāt čau
"Vai mums nebūs kauns no ukraiņiem, kuri karo arī mūsu karu, ka pie mums tāda Glorija (kura ir viņu MELNAJĀ SARAKSTĀ) lemj Saeimā mūsu likteņus un saņem mūsu nodokļu maksātāju algu?",-1,mēs būt kauns ukrainis kurš karot mēs kārt mēs tāds glorija kura viņš melns saraksts lemt saeima mēs liktenis saņemt mēs nodoklis maksātājs alga
"Kad Saeimā būs Šlesers & Armaņeva, bet nebūs Gobzema un Stepaņenko.",0,kad saeima šlesers armaņeva būt gobzema stepaņenko
"""mazliet neomulību rada tā plašā ķircināšanās par """"prostitūtu saeimā"""". tā kā likās, ka mēs esam saprātīgāki un tolerantāki.""",-1,mazliet omulība rast plašs ķircināt prostitūta saeima likt mēs saprātīgs tolerants
"No pozitīvās puses, man ir liels prieks par 10 ievēlētajiem Pro deputātiem. Pirmo reizi atjaunotās Latvijas vēsturē manas vērtības būs pārstāvētas Saeimā. Tagad, kad mums ir palielāks valsts finansējums, man nav šaubu, ka pēc 4 gadiem mūs zinās arī visas tantes no Bauskas",0,pozitīvs puse es liels prieks ievēlēt pro deputāts viens reize atjaunot latvija vēsture mana vērtība pārstāvēt saeima tagad kad mēs palielāks valsts finansējums es nav šauba gads mēs zināt viss tante bauska
"Kad tas tiešām notiek, mēdz būt grūti noticēt. Gara un rūpīga darbs 13.Saeimā ir noslēdzies ar vienbalsīgu balsojumu - lobiju regulējums Latvijā būs! Milzīgs paldies visiem iesaistītajiem lsm.lv/raksts/zinas/latvija/…",1,kad tas tiešs notikt mēgt grūts noticēt garš rūpīgs darbs saeima noslēgt vienbalsīgs balsojums lobijs regulējums latvija milzīgs paldies viss iesaistīt
"Civilās savienības likums tiek izslēgts no darba kārtības. ❌❌❌ Tas nozīmē, ka šī Saeima nepieņems Civilās savienības likumu, bet ģimeņu šķirošana Latvijā diemžēl vēl turpināsies. Tiesiskums ir trausls un apdraudēts.",-1,civils savienība likums izslēgt darbs kārtība tas nozīmēt šis saeima pieņemt civils savienība likums ģimene šķirot latvija diemžēl vēlēt turpināt tiesiskums trausls apdraudēt
"Paldies visiem Progresīvo vēlētājiem par atbalstu! Prieks, ka esam spējuši radīt uzticību, parādīt savas spējas Rīgas domē un esam bijuši dzirdami skaļajā priekšvēlēšanu laikā. Pateicoties jums Saeimā būs 10 mūsu pārstāvji, bet es esmu pirmā “aiz svītras” Rīgas sarakstā.",0,paldies viss progresīvs vēlētājs atbalsts prieks spēt radīt uzticība parāde savs spējš rīga dome būt dzirdēt skaļš priekšvēlēšanu laiks pateikt jums saeima mēs pārstāvis es viens svītra rīga saraksts
"Es vispār brīnos. Un nevis par Gloriju, bet par mūsu iestādēm, kas vienkārši pacieš šo visu. Sameloja, tad sameloja par pārrakstīšanos, tad samelos par to ka pārteicās par pārrakstīšanu? Glorijai nav vieta Saeimā. Ja viņa tur spers soli, es vienkārši būtu “nedaudz” pārsteigts.",-1,es vispār brīnīties glorija mēs iestāde kas vienkāršs paciest šis viss samelot samelot pārrakstīt samelot tas pārteicās pārrakstīt glorija nav vieta saeima viņš turēt spert solīt es vienkāršs būtu daudzi pārsteigts
"""Pat Bērtule sāka bolīt acis par murgiem, ko šodienas jautājumā gvelza divas debīlas """"politoloģes"""" par Stambulas konvencijas un partnerattiecību likuma pieņemšanu vēl vecajā Saeimā. Ārprāts!""",-1,bērtule sākt bolīt acs murgs ko šodiena jautājums gvelzt divi debīlas politologs stambula konvencija partnerattiecības likums pieņemt vēlēt vecs saeima ārprāts
"Nodeva tieši konservatīvo vēlētāju, ar kuru balsīm viņi pamatā tika ievēlēti. Tātad Saeimā tika ar meliem un viltu, lai vēlāk apmestu kažoku un uzspļautu savai priekšvēlēšanu programmai un savam vēlētājam. Par to arī tika sodīti no vēlētāju puses. Pamatoti pelnītā skuju taka!",-1,nodeva tiešs konservatīvs vēlētājs kurt balss viņš pamats ievēlēt tātad saeima meli vilt vēls apmest kažoks uzspļaut savs priekšvēlēšanu programma savs vēlētājs tas sodīt vēlētājs puse pamatot pelnīt skuja taka
"Vili, Tu esi pārpratums Saeimā. Sen jāsaprot, ka Tu esi pagātne. Nu nomierinies - tas izskatās nožēlojami, ka Tu visu laiku ņaudi. Mācies no meitas, kurai gaiša galva.",-1,vilis tu pārpratums saeima sen saprast tu pagātne nomierināt tas izskatīt nožēlot tu viss laiks ņaudēt mākt meita kurš gaišs galva
"""Lai arī daudzi atkal tiecas tikt pie varas, manuprāt, valdības koalīcijai jābūt cik kompaktai vien iespējams. Tikai tad būs efektīva, produktīva, lemtspējīga. Jo plašāka koalīcija, jo vairāk saskaņošanas, vairāk kompromisu, vairāk neizlēmibas. To jau gana redzējām aizejošā Saeimā""",-1,daudzi atkalt tiecas vara manuprāt valdība koalīcija jābūt cik kompakts iespēt efektīvs produktīvs lemtspējīga plašs koalīcija vairāk saskaņot vairāk kompromiss vairāk neizlēmibas tas ganīt redzēt aiziet saeima
"""un vispār tas is traki dīvaini, ka ltv jau uz lielo interviju stiepj Saeimā knapi iekļuvušo progresīvo premjera amata kandidātu. #1pret1""",-1,vispār tas is traks dīvains ltv liels intervija stiept saeima knaps iekļūt progresīvs premjera amats kandidāts
"""Nemelošu, ka man ir sajūta, ka, lai strādātu Saeimā, man būs nepieciešams emocionāls atbalsts. Un neslēpšu, ka atbildība jau tagad, vēl nezinot ikdienu Saeimā, ir aprakstāma ar Queen - Under Pressure 10h edition Youtube kanālā.""",-1,melot es sajūta strādāt saeima es pieciešams emocionāls atbalsts slēpt atbildība tagad vēlēt zināt ikdiena saeima aprakstīt queen under pressure h edition youtube kanāls
"""Saeima šodien galīgajā lasījumā pieņēmusi grozījumus Krimināllikumā un Ceļu satiksmes likumā, nosakot kriminālatbildību par transportlīdzekļa vadīšanu vai mācīšanu to vadīt, ja alkohola koncentrācija asinīs pārsniedz 1,5 promiles.""",0,saeima šodien galīgs lasījums pieņemt grozījums krimināllikums celt satiksme likums nosacīt kriminālatbildība transportlīdzeklis vadīt mācīt tas vadīt alkohols koncentrācija asins pārsniegt promile
"""Šonedēļ sākoties intensīvākai valdības koalīcijas veidošanas sarunu fāzei, kad jau jāpanāk vienošanās par konkrētiem darbiem un amatiem valdībā un Saeimā, pamazām iezīmējas iespējamais amatu sadalījums jeb tā skelets. @LatvijasAvize karikatura.lv""",0,šonedēļ sākt intensīvs valdība koalīcija veidot saruna fāze kad panākt vienot konkrēts darbs amats valdība saeima pamazs iezīmēt iespēt amats sadalījums skelets
"""Dīvaini, TV 24 “Kārtības rullī”, dzirdēt vairākas reizes, ka “Progresīvie” pārstāvēšot tiesiskumu. Ja “Progresīvo” tieslietu ministra kandidāts draud ar “Molotova kokteili” domes priekšsēdētājam no NA! Tagad ievēlēts Saeimā!""",-1,dīvains tv kārtība rullis dzirdēt vairākas reize progresīvs pārstāvēt tiesiskums progresīvs tieslietas ministrs kandidāts drauds molotova kokteilis dome priekšsēdētājs na tagad ievēlēt saeima
"""Kāpēc mūsu Latvijas valdība un VDD atļauj balotēties vēlēšanās un Saeimā būt tādai deputātei, kura atbalsta Doņeckas un Luganjskas aneksiju? Vai deputātu kandidātu saraksts netiek pārbaudīts? Paši sev uzvelkam cilpu kaklā.""",-1,kāpēc mēs latvija valdība vdd atļaut balotēties vēlēšanas saeima tāds deputāte kura atbalsts doņeckas luganjskas aneksija deputāts kandidāts saraksts tikt pārbaudīt pats sevis uzvilkt cilpa kakls
"""💚 Vides eksperte Jana Simanovska (@JanaSima) turēs rūpi par to, lai 14. Saeima pārstāvētu ilgtspējību – sargājot cilvēku un dabu. Paldies visiem mūsu 56 tūkstošiem atbalstītāju, kas izvēlējās tieši mūs pēc smagas """"darba intervijas""""! #AizstāvamNākotni #PolitikaPašuRokām""",1,vide eksperte jana simanovska turēt rūpēt tas saeima pārstāvēt ilgtspējība sargāt cilvēks daba paldies viss mēs tūkt atbalstītājs kas izvēlēt tiešs mēs smags darbs intervija
"""Ja neskaita acīmredzamos prokrieviskos ļaunumus un sīkos gobzemveidīgos ākstus, ir vēl pāris sērgu nesēji, kuriem nebūtu vieta nākamajā Saeimā, ja ir vēlme vēl kādu laiku dzīvot kaut cik neatkarīgā, demokrātiskā un tiesiskā Latvijā.""",-1,skaitīt acīmredzams prokrieviskos ļaunums sīks gobzemveidīgos āksts vēlēt pāris sērga siet kurš būtu vieta nākt saeima vēlme vēlēt kāds laiks dzīvot cik atkarīgs demokrātisks tiesisks latvija
"""Golubeva būtu ministre vēl šodien, ja vien kaut attāli, kaut nedaudz kaut ko saprastu no PR, Pūce, protams, būtu ministrs, un nebūtu bijis jāatkāpjas, ja ne pašizveidota PR katastrofa, un A/Par kā partija būtu Saeimā droši, ja ne rupjas stratcom kļūdas, Saskaņa tas pats...""",-1,golubeva būtu ministrs vēlēt šodien attāls daudzi ko saprast pr pūce prast būtu ministrs būtu būt atkāpt pašizveidota pr katastrofa a partija būtu saeima rupjš stratcom kļūda saskaņa tas pats
"""Katrā Saeimā ir bijis kāds klauns, nu labi, divi klauni. Bet Aldis šim klauna amatam tā pacēlis latiņu, ka 14.Saeimā uz klauna vietu jau pretendē vairāki personāži. Iespējams, klaunu skaits tiks palielināts. Nu kaut kā tā.""",-1,katra saeima būt kāds klauns labs divi klauns aldis šis klauns amats pacelt lata saeima klauns vieta pretendēt vairāki personāžs iespēt klauns skaits palielināt
"""Saeima konceptuāli 1.lasījumā atbalstīja grozījumus Civillikumā, kas ļautu bez dzimtsarakstu iestādes starpniecības laulāt arī dievturu garīdzniekiem atbilstoši senajām tradīcijām. 14.Saeimai būs jālemj, vai turpināt darbu pie šī jautājuma, bet 13.Saeima savu atbalstu ir paudusi.""",0,saeima konceptuāls lasījums atbalstīt grozījums civillikums kas ļaut dzimtsaraksti iestāde starpniecība laulāt dievturis garīdznieks atbilst sens tradīcija saeima lemt turpināt darbs šis jautājums saeima savs atbalsts paust
"""Levits piedāvā koalīcijas pārvaldības inovāciju: ja koalīcijas frakcija Saeimā nenobalso vienoti un izgāž MK piedāvājumu, premjeram būtu tiesības prasīt vainīgās frakcijas ministra atsaukšanu. Vēl cietāk kā oligarhu laikos.""",-1,levits piedāvāt koalīcija pārvaldība inovācija koalīcija frakcija saeima nobalsot vienot izgāzt mk piedāvājums premjers būtu tiesība prasīt vainīgs frakcija ministrs atsaukt vēlēt ciets oligarhs laiks
"""Kura frakcija pirmā izjuks 14. Saeimā ?un kāpēc tie būs progresīvie?""",-1,kura frakcija viens izjukt saeima kāpēc tas progresīvs
"""NA: Mēs nerunāsim ar Pro, jo viņi nejauki izturās, saukā mūs par kremliniem... 😭 arī NA: Hahahah, kremlini marksiti, PRO, sēdiet starp S! un LPV Saeimā Jūsu īstajā vietā - kremlinu flangā! 🤡""",-1,na mēs runāt pro viņš jauks izturās saukāt mēs kremliniem 😭 na hahahah kremlini marksiti pro sēst s lpv saeima jūs īsts vieta kremlinu flangs
"""Ir saskaitītas visas balsis... @AttistibaiPar 14. Saeimā nebūs - 4,97%... noslīdēja vēl zemāk. Vēl CVK precizē svītrojumus un plusus, bet šim politiskajam spēkam vēlēšanas beigušās ar pamatīgu spriedzi un neveiksmi.""",-1,saskaitīt viss balss saeima būt noslīdēt vēlēt zems vēlēt cvk precizēt svītrojums pluss šis politisks spēks vēlēšanas beigt pamatīgs spriegt veiksme
"""Tā ir apbrīnojama māksla- pakāst tautas atbalstu kā sportistam, iet politikā pie partijas, kas regulāri ir Saeimā, netikt Saeimā un palikt bez darba. No simts līdz nullei 5 mēnešu laikā.""",-1,apbrīnot māksla pakāst tauta atbalsts sportists iet politika partija kas regulārs saeima tikt saeima palikt darbs simts nulle mēnesis laiks
"""Jūs tagad tā kā atzīstat ka 13.Saeima bija nekā nedarīšanas laiks?""",-1,jūs tagad atzīt saeima darīt laiks
"""Tiesiskums nav ideoloģija, un arī ideoloģija nav attaisnojums, lai bremzētu ceļu uz tiesiskāku valsti un godīgāku politiku. Darbs Saeimā un valdības koalīcijā nav sadalīt un apgūt. Tas ir darbs Latvijas un tās iedzīvotāju, nevis šauru interešu labā. Vērtības > intereses. (7/7)""",-1,tiesiskums nav ideoloģija ideoloģija nav attaisnojums bremzēt celt tiesisks valsts godīgs politika darbs saeima valdība koalīcija nav sadalīt apgūt tas darbs latvija tas iedzīvotājs šaurs interese labs vērtība interese
"Saeima taču atzina Krieviju par terorisma atbalstošu valsti. Kādēļ tā vēstniecība vispār vēl darbojas? 
ISIS vēstniecību mēs neļautu šeit uzturēt, vai ne?",-1,saeima atzīt krievija terorisms atbalstīt valsts kādēļ vēstniecība vispār vēlēt darboties isis vēstniecība mēs ļaut šeit uzturēt
"""Vai ir vēl kāda valsts, kura šajā krīzes laikā ceļ sev algas?🤔 Ja ir, rakstiet šo valstu nosaukumus, komentāros!👍""",-1,vēlēt kāds valsts kura šis krīze laiks celt sevis alga rakstīt šis valsts nosaukums komentārs 👍
"""Jaunā Saeima vēl pat nav sākusi strādāt, bet PRO jau paspējuši visas čūsku bedres pamodināt. Labs sākums, draugi, - tā turpināt.""",-1,jauns saeima vēlēt nav sākt strādāt pro paspēt viss čūska bedre pamodināt labs sākums draugs turpināt
"""Saeimā jābūt pārstāvētām visām profesijām :)) Vienīgi jāatceras, ka konkrētā pārstāve apkalpo kremļa klientūru ...""",-1,saeima jābūt pārstāvēt viss profesija vienīgs atcerēties konkrēts pārstāve apkalpot kremlis klientūra
"""Burvīgi ka cīņa ar krīzi sākas ar tik nozīmīgu lietu kā vieta Saeimas sēžu zālē. Nākamais noteikti būtu par kopējām tualetēm Saeimā, lūdzu. Nedrīkst šo jautājumu atstāt novārtā 👍""",-1,burvīgs cīņa krīze sākt nozīmīgs lietus vieta saeima sēde zāle nākt noteikts būtu kopēt tualete saeima lūgt drīkstēt šis jautājums atstāt novārtā 👍
"""Saeimā būs pārstāvēta pirmo reizi. Partija sola zaļu, sociāldemokrātisku politiku bez slēptām ietekmēm. Otrdien raidījumā #1pret1 sarunāsimies ar @Progresivie premjera amata kandidātu @Briskens.""",0,saeima pārstāvēt viens reize partija solīt zaļš sociāldemokrātisks politika slēpt ietekme otrdien raidījums sarunāt premjera amats kandidāts
"""kas tās tādas par kundzītēm, kas ltv stāsta, ka Saeimā savēlētie progresīvie bērni esot augsti kvalificēti profesionāļi? viņas ko, kokus podos nav redzējušas?""",-1,kas tas tāds kundze kas ltv stāstīt saeima savēlēt progresīvs bērns būt augsts kvalificēt profesionālis viņš ko koks pods nav redzēt
"""Saeimas vēlēšanas 2022 Reitingu bilance Pēdējo reitingu atbilstība vēlēšanu rezultātiem 87%, zemāka kā Saeima 2018 (93%) vai Rīgas dome 2020 (95%) Lielākās novirzes: 🔻 Atbalsts pārvērtēts JV (-3,4), Saskaņa (-3,1), PRO (-2,6) 🔺 Novērtēts par zemu ZZS (+5,6), AS (+2,1)""",0,saeima vēlēšanas reitings bilance pēdējs reitings atbilstība vēlēšanas rezultāts zems saeima rīga dome liels novirze atbalsts pārvērtēt jv saskaņa pro novērtēt zems zzs ass
"""Tagad tie kriminālprocesi pret gloriju izskatās pēc izmisīgas piečakarēšanās, jo pēkšņi ir pielēcis, ka Saeimā ir iebalsota pretvalstiska, nocenota palaistuve. Darbiņš nav ticis izdarīts jau viņu vispār izlaižot uz pane...starta līnijas. Grozies kā gribi, par viņu ir nobalsots.""",-1,tagad tas kriminālprocess glorija izskatīt izmisīgs piečakarēt pēkšņs pielēkt saeima iebalsot pretvalstiska nocenot palaistuve darbs nav tikt izdarīt viņš vispār izlaist pane starts līnija grozīt gribēt viņš nobalsot
"""Par malkas krāvēju Gloriju. Vai CVK vispār varēja apstiprināt ievēlēto deputātu, ja tas sniedzis nepatiesas ziņas? Un ko darīs jaunā Saeima, kad sanāks pirmo reizi?""",-1,malka krāvējs glorija cvk vispār apstiprināt ievēlēt deputāts tas sniegt patiess ziņa ko darīt jauns saeima kad sanākt viens reize
"""❤ Latgales līdere @LeilaRasima pārstāvēs jauniešu, latgaliešu un visas sabiedrības intereses 14. Saeimā! Paldies mūsu vairāk nekā 56 tūkstošiem atbalstītāju par pausto uzticību partijai @Progresivie – tagad priekšā darbs, lai to attaisnotu! #AizstāvamNākotni #PolitikaPašuRokām""",0,latgale līderis pārstāve jaunietis latgalietis viss sabiedrība interese saeima paldies mēs vairāk tūkt atbalstītājs paust uzticība partija tagad priekša darbs tas attaisnot
"""Civilās savienības likumam vēl viena iespēja 13.Saeimā! Satversmes tiesas spriedumi ir jāpilda, un tiesiskai vienlīdzībai visām ģimenēm ģimenēm jābūt!""",0,civils savienība likums vēlēt viena iespēt saeima satversme tiesa spriedums pildīt tiesisks vienlīdzība viss ģimene ģimene jābūt
"""Paredzu, ka 14. Saeimā būs vistoksiskākā opozīja ever, rosļikovieši sitīs pušu aizmukušo Gobzemu, savukārt šī būtne diez vai spēs lasīt likumprojektus, toties būs daudz, daudz tiktoku un """"debašu runu"""" tiktoka žanrā 🤣""",-1,paredzēt saeima toksisks opozīja ever rosļikovieši sist puša aizmukt gobzemu savukārt šis būtne diez spēt lasīt likumprojekts toties daudz daudz tiktoku debates runa tiktoka žanrs 🤣
"""Ko tik par 1-2 miljonu gadā nesarunāsi... Baisi, ja šis rašistu roklaiža- valsts nodevējs nonāks Saeimā nevis cietumā. VDD , prokuratūra , tiesa vēl vispār eksistē? ⛔stop russians""",-1,ko miljons gads sarunāt baiss šis rašistu roklaiža valsts nodevējs nonākt saeima cietums vdd prokuratūra tiesa vēlēt vispār eksistēt stops russians
"""“Baro vilku, kā gribi, tomēr tas uz mežu skatās.” Vēlēšanas beigušās, Saeima beigusies, MK beidzies, vairs nav jātēlo Latvijas patriote.""",-1,barot vilks gribēt tas mežs skatīt vēlēšanas beigt saeima beigt mk beigt vairs nav tēlot latvija patriote
"""Vēl ne degunu Saeimā nav pabāzuši, progresisti jau uzstāda noteikumus! """"Kas kaunu neprot, tas badu nemirst""""-vēstī sena latviešu tautas paruna. Pārfrāzējot,- pats vēl neko nejēdzu, bet citus jau pamācu.""",-1,vēlēt deguns saeima nav pabāzt progresisti uzstādīt noteikums kas kauns prast tas badīt mirt vēsts sens latvietis tauta paruna pārfrāzēt pats vēlēt kas jēgt cits pamācīt
"""Jaunajā Saeimā varētu būt ievēlētas 29 sievietes. Laikam jau tomēr #sieveitei_neveicas""",-1,jauns saeima varēt ievēlēt sieviete laiks
"""Paldies par atbalstu vēlēšanās, seviški tiem 1665, kas man ielika +. Prieks par to, ka @Progresivie būs pārstāvēti Saeimā ar lieliskiem 10 deputātiem. Priekšā daudz darba, ne tikai viņiem, bet arī Pro kā organizācijai. Veiksmes!""",0,paldies atbalsts vēlēšanas seviški tas kas es ielikt prieks tas pārstāvēt saeima lielisks deputāts priekša daudz darbs viņš pro organizācija veiksme
"""Jaunajā Saeimā mums būs vajadzīgs labs NVO atbalsts, jo sākas struktūrfondu un citu naudu jaunais periods, tautas modrā acs pie šāda sastāva ir must have. Mācīsimies atzīt un pieņemt arī NVO watchdog lomu, ne tikai sociālo entuziastu, kā mēdz mūs dēvēt biežāk""",0,jauns saeima mēs vajadzīgs labs nvo atbalsts sākt struktūrfonds cits nauda jauns periods tauta modrs acs šāda sastāvs must have mācīt atzīt pieņemt nvo watchdog lomi sociāls entuziasts mēgt mēs dēvēt biežs
"""mums jau likumi vēlēšanās kandidēt aizliedz tikai veciem čekas priekšniekiem, par jaunajiem rašistiem un čekas ziņotājiem.. lūdzu, mums demokrātija, nāciet Saeimā un piedirsiet mums sētu. Nu, cik var?!""",-1,mēs likums vēlēšanas kandidēt aizliegt vecs čeka priekšnieks jauns rašistiem čeka ziņotājs lūgt mēs demokrātija nākt saeima piedirsiet mēs sēta cik
"""Politisko ākstu neesamība jaunajā Saeimā Kariņam stipri traucē, jo viena lieta is uzstāties TV uz Gobzema fona, bet pavisam cita, ja tevi salīdzina ar Pīlēnu. To saprot “Vienotības” informatīvie “promouteri”, tāpēc ar nepatiku uztver vēlēšanu rezultātus.""",-1,politisks āksts esamība jauns saeima kariņam stiprs traucēt viena lieta is uzstāt tv gobzema fons pavisam cits tu salīdzināt pīlēns tas saprast vienotība informatīvs promouteri patikt uztvert vēlēšanas rezultāts
"""Atgādiniet, lūdzu, kad būs jāieslēdz TV, lai redzētu, kā šī... khmmm... šī... vates pika nodos zvērestu, sākot darbu Saeimā. Kā viņa zvērēs Latvijai. Vai zeme atvērsies, lai viņu aprītu, vai nē.""",-1,atgādināt lūgt kad ieslēgt tv redzēt šis khmmm šis vate pika nodot zvērests sākt darbs saeima viņš zvērēt latvija zeme atvērt viņš aprīt
"""Šajā Saeimā NDK ilgstoši vadīja no opozīcijā esošās ZZS ievēlētais M.Kučinskis. Nebija nekādu problēmu. Otrs faktors, kuru ir jāņem vērā - darbam NDK vajag augstākā līmeņa pielaidi valsts noslēpumam. Nav pārliecības, ka Stabilitātes deputāti tādu varēs iegūt.""",0,šis saeima ndk ilgt vadīt opozīcija esošs zzs ievēlēt m kučinskis būt kāds problēma otrs faktors kurt ņemt vērā darbs ndk vajag augsts līmenis pielaist valsts noslēpums nav pārliecība stabilitāte deputāts tāds iegūt
"""Par NA gan, izrādās, kļūdījos, viņi nesaņem stabili savus padsmit procentus. Viņi pat vispārēja nacionālā pacēluma laikā pamanījās zaudēt balsotājus, kas ir vērā ņemams sasniegums. Tātad laikam iezīmējas veids, kā viņi 2050. gadā nesēdēs Saeimā un nevilks veco dziesmu.""",-1,na izrādīt kļūdīties viņš saņemt stabils savs padsmits procents viņš vispārējs nacionāls pacēlums laiks pamanīt zaudēt balsotājs kas vērā ņemt sasniegums tātad laiks iezīmēt veids viņš gads sēdēt saeima vilkt vecs dziesma
"""Saeima pieņem grozījumus, kas liegs Ždanokai Latvijā tikt ievēlētai EP""",0,saeima pieņemt grozījums kas liegt ždanokai latvija ievēlēt ep
"""Nu es tā neteiktu. Jūsu iebilde ir no princeses nepirž sērijas ;-). Labāk, lai gudri ļaudis muļķojas nekā muļķi, kuru nu pilna Saeima, gudrojas. Ja nemaldos, viņš bija solījis tos sarakstus vai ko tur apēst, ja nepiepildās kkas tur…""",-1,es teikt jūs iebilde princese nepirž sērija labs gudrs ļaudis muļķot muļķis kurt pilns saeima gudrot maldīties viņš solīt tas saraksts ko turēt apēst piepildīt kkas turēt
"""Šis gan būtu pelnījis lielāku uzmanību - mnp, nekas tāds zemkopības nozarē, kur visi draudzīgi sēž blakus kabinetos Skābbarības tornī, nav piedzīvots... Zemnieku saeima: Gerharda atkārtota virzīšana par zemkopības ministru nav pieļaujama""",-1,šis būtu pelnīt liels uzmanība mnp kas tāds zemkopība nozare kurt viss draudzīgs sēdēt blakus kabinets skābbarība tornis nav piedzīvot zemnieks saeima gerhards atkārtot virzīt zemkopība ministrs nav pieļaut
"""Labs. Būsim nu atklāti – NA atbalstītāji un vēlētāji tikmēr skaidri parādīja, ka joprojām nevēlas Iesalnieku Saeimā.""",0,labs atklāt na atbalstītājs vēlētājs tikmēr skaidris parādīt joprojām vēlēt iesalnieku saeima
"""Tā vietā, lai aizliegtu spēļu zāles, Saeima nolemj, ka spēļu zālēs nedrīkstēs smēķēt.""",-1,vieta aizliegt spēle zāle saeima nolemt spēle zāle drīkstēt smēķēt
"""Līdaka cer, ka gaisotne 14. Saeimā būs kā 9. un 10. Saeimā. Vispār jau 10. Saeimu atlaida.""",-1,līdaka cers gaisotne saeima saeima vispār saeima atlaist
"""Protams, tas, ka Uldi Pīlēnu LTV intervē Saeimā tikko ievēlēta citas partijas deputāta sieva, kam ir tieša interese politikā, ir ārkārtīgi neitrāli.:) Man patīk, kā Linda vada raidījumus, bet...amatpersonām tas ir tiešs interešu konflikts, žurnālistiem tikai ētika. @ltvzinas""",0,prast tas uldi pīlēns ltv intervēt saeima ievēlēt cits partija deputāts sieva kas tiešs interese politika ārkārtīgs neitrāls es patikt linda vads raidījums amatpersona tas tiešs interese konflikts žurnālists ētika
"""Jauns politisks arguments - Pro esot 10 vietas Saeimā un nedrīkst ignorēt viņu pārstāvētos vēlētājus. Līdz šim tas nebija traucēklis.""",-1,jauns politisks arguments pro būt vieta saeima drīkstēt ignorēt viņš pārstāvēt vēlētājs šis tas būt traucēklis
"""Rinkēvičs LTV saka, ka tie, kuri nav ievēlēti Saeimā, netikšot virzīti uz amatiem valdībā""",-1,rinkēvičs ltv sacīt tas kurš nav ievēlēt saeima tikt virzīt amats valdība
"""Lielākā mistērija nākamajā Saeimā ir tas kunkulis no Apvienotā saraksta un ZZS, ko nevarēs ne paņemt, ne izmest no koalīcijas. Ņemt vai neņemt Progresīvos ir diezgan skaidra un politiska izvēle. Es ceru, ka paņems, un tā būs jauna virzība uz priekšu.""",-1,liels mistērija nākt saeima tas kunkulis apvienot saraksts zzs ko varēt paņemt izmest koalīcija ņemt ņemt progresīvs diezgan skaidris politisks izvēle es cers paņemt jauns virzība priekša
"""Kad neesi ticis Saeimā, bet esi šausmīgi apmāts ar sevi un izdomājis miljons sazvērestības teorijas.""",-1,kad būt tikt saeima šausmīgs apmāt sevis izdomāt miljons sazvērestība teorija
